DOI,Layer,Indegree,Direct,Freq,Seed,Citation_Count,Score
10.1126/science.1164685,3,2,0,2,0,380,2.8879
10.1523/jneurosci.3524-04.2004,3,1,0,1,0,277,2.3775
10.1016/j.nlm.2006.10.006,3,1,0,1,0,97,2.2123
10.3758/bf03194952,3,1,0,1,0,224,3.838
10.1002/1099-0720(200103/04)15:2<159::aid-acp694>3.0.co;2-d,3,1,0,1,0,32,3.9106
10.1016/j.neuron.2005.10.009,3,1,0,1,0,96,3.8597
10.1101/lm.90405,3,1,0,1,0,85,3.8666
10.1038/77744,3,1,0,1,0,530,4.2076
10.1016/s1053-8119(03)00278-7,3,1,0,1,0,216,3.8362
10.1126/science.287.5451.248,3,1,0,1,0,3240,17.7896
10.1016/b978-008045046-9.00770-1,3,1,0,1,0,13,2.0148
10.1016/j.brainresbull.2003.09.004,3,1,0,1,0,901,4.3192
10.1038/nrn2590,3,1,0,1,0,590,2.8209
10.1016/s0166-2236(02)00042-5,3,1,0,1,0,567,2.731
10.1101/lm.7.2.73,3,1,0,1,0,702,3.2819
10.1038/35021052,3,1,0,1,0,2137,11.404
10.1126/science.160.3827.554,3,1,0,1,0,643,3.0347
10.1016/s0896-6273(03)00674-3,3,1,0,1,0,269,1.8505
10.1038/nn1871,3,1,0,1,0,142,1.754
10.1038/nn1667,3,1,0,1,0,136,1.7551
10.1038/nature08637,3,1,0,1,0,974,4.5007
10.1038/nn.2498,3,1,0,1,0,186,1.7619
10.1101/lm.365707,3,1,0,1,0,417,2.2054
10.1101/lm.486107,3,1,0,1,0,176,1.7576
10.1371/journal.pone.0007519,3,1,0,1,0,68,1.8032
10.1126/science.1148979,3,1,0,1,0,438,2.2712
10.1038/nrn2762,3,1,0,1,0,2940,18.5972
10.1523/jneurosci.18-18-07411.1998,3,1,0,1,0,458,2.9054
10.1016/j.tics.2006.11.004,3,1,0,1,0,2010,9.8988
10.1155/2008/381243,3,1,0,1,0,322,2.535
10.1093/brain/awm146,3,1,0,1,0,346,2.591
10.1111/j.1460-9568.2007.05684.x,3,1,0,1,0,132,2.2768
10.1523/jneurosci.2862-08.2008,3,1,0,1,0,188,2.315
10.1002/hipo.20345,3,1,0,1,0,326,2.544
10.1523/jneurosci.3761-07.2007,3,1,0,1,0,833,4.3435
10.1002/hipo.20022,3,1,0,1,0,56,2.2805
10.1038/342175a0,3,1,0,1,0,420,2.5864
10.1017/cbo9780511623257,3,1,0,1,0,1057,5.3375
10.1016/0022-5193(64)90067-0,3,1,0,1,0,160,1.9278
10.1016/s0079-6123(08)61257-1,3,1,0,1,0,256,2.101
10.1038/nn1905,3,1,0,1,0,459,2.7261
10.1103/physreve.58.7738,3,1,0,1,0,145,1.9104
10.1523/jneurosci.4724-06.2007,3,1,0,1,0,111,1.8817
10.1016/j.neuron.2006.08.016,3,1,0,1,0,66,1.8673
10.1002/hipo.450010207,3,2,0,2,0,449,2.3869
10.1126/science.1071089,3,1,0,1,0,490,2.842
10.1523/jneurosci.2857-06.2006,3,1,0,1,0,46,1.8697
10.1002/hipo.20327,3,1,0,1,0,587,3.2266
10.1016/j.tins.2005.01.007,3,1,0,1,0,80,1.8688
10.1002/hipo.20091,3,1,0,1,0,327,2.2873
10.1007/bf00243212,3,1,0,1,0,425,2.6039
10.1002/cne.902460403,3,1,0,1,0,403,2.5279
10.1097/00001756-199902250-00033,3,1,0,1,0,119,1.8871
10.1523/jneurosci.23-26-08827.2003,3,1,0,1,0,284,1.1276
10.1126/science.1257783,3,1,0,1,0,400,1.7308
10.1152/jn.1983.50.5.1197,3,1,0,1,0,279,1.1213
10.1523/jneurosci.5475-09.2010,3,1,0,1,0,77,1.6013
10.1523/jneurosci.4755-08.2009,3,1,0,1,0,142,1.5259
10.1121/1.380686,3,1,0,1,0,58,1.6349
10.1002/(sici)1096-9861(19980824)398:2<179::aid-cne3>3.0.co;2-y,3,1,0,1,0,573,3.2452
10.1002/hipo.450050503,3,1,0,1,0,428,1.9525
10.1152/jn.00827.2005,3,1,0,1,0,30,1.6931
10.1152/jn.1996.76.3.1698,3,1,0,1,0,351,1.3933
10.1152/jn.1986.55.2.331,3,1,0,1,0,34,1.6841
10.1016/j.tins.2008.06.008,3,1,0,1,0,395,1.693
10.1523/jneurosci.19-01-00274.1999,3,1,0,1,0,843,5.8454
10.1126/science.144.3618.555,3,1,0,1,0,60,1.6311
10.3758/bf03203109,3,1,0,1,0,47,1.6566
10.1523/jneurosci.2975-03.2004,3,1,0,1,0,258,1.1188
10.1523/jneurosci.07-03-00716.1987,3,1,0,1,0,269,1.1152
10.1016/j.beproc.2006.08.005,3,1,0,1,0,22,1.7114
10.1115/1.3656559,3,1,0,1,0,123,3.9562
10.1080/00207216108937350,3,1,0,1,0,119,3.9608
10.1109/proc.1963.2123,3,1,0,1,0,19,4.1064
10.1137/1105015,3,1,0,1,0,242,3.8652
10.1145/322234.322243,3,1,0,1,0,1154,5.4919
10.1137/0206049,3,1,0,1,0,479,3.6438
10.1016/0022-0000(85)90045-5,3,2,0,2,0,149,4.39
10.1287/mnsc.34.3.391,3,1,0,1,0,1151,7.8912
10.2514/3.20721,3,1,0,1,0,58,4.8092
10.1111/j.1467-8640.1989.tb00324.x,3,2,0,2,0,429,3.66
10.1016/0004-3702(72)90051-3,3,1,0,1,0,526,4.2166
10.1016/0004-3702(71)90010-5,3,2,0,2,0,2345,18.1048
10.1016/0004-3702(86)90031-7,3,1,0,1,0,819,5.3831
10.1177/105971239300100403,3,1,0,1,0,78,4.7767
10.1287/opre.34.6.871,3,1,0,1,0,759,5.0296
10.1287/opre.27.5.1041,3,1,0,1,0,48,4.7993
10.1007/bf02551353,3,1,0,1,0,35,4.8224
10.1016/0022-247x(69)90163-2,3,3,0,3,0,47,4.943
10.1515/9781400874668,3,1,0,1,0,2467,21.2852
10.1137/0327034,3,1,0,1,0,46,4.8028
10.1016/0167-6911(88)90043-6,3,1,0,1,0,19,4.8519
10.1007/bf01448194,3,1,0,1,0,16,4.8575
10.1287/inte.15.6.73,3,1,0,1,0,74,4.7554
10.1287/inte.18.5.55,3,2,0,2,0,53,5.1163
10.1007/978-1-4615-6746-2,3,1,0,1,0,319,4.2118
10.1287/opre.36.3.437,3,1,0,1,0,80,4.7457
10.1007/978-1-4419-8714-3,3,1,0,2,0,284,4.3868
10.1002/1520-6750(198810)35:5<447::aid-nav3220350509>3.0.co;2-i,3,1,0,1,0,23,4.8444
10.1287/opre.13.5.712,3,1,0,1,0,24,5.3567
10.1109/tssc.1965.300058,3,1,0,1,0,28,5.3512
10.1177/027836498800700101,3,1,0,1,0,183,3.1327
10.1016/0004-3702(87)90092-0,3,1,0,1,0,495,2.8752
10.1016/0004-3702(90)90060-d,3,1,0,1,0,1070,5.7081
10.1016/0004-3702(88)90087-2,3,1,0,1,0,66,3.2885
10.1016/0004-3702(88)90056-2,3,1,0,1,0,73,3.2764
10.1207/s15516709cog0102_2,3,1,0,1,0,70,3.2815
10.1016/0004-3702(90)90040-7,3,1,0,1,0,81,3.263
10.1016/0004-3702(94)90002-7,3,1,0,1,0,30,3.3558
10.1177/027836498400300101,3,1,0,1,0,559,2.8832
10.1002/int.4550060404,3,1,0,1,0,24,3.3679
10.1111/j.1467-8640.1988.tb00285.x,3,1,0,1,0,44,3.3286
10.1145/321250.321253,3,1,0,1,0,2426,18.6448
10.1016/0016-0032(65)90528-4,3,1,0,1,0,38,3.5539
10.1287/moor.9.3.391,3,1,0,1,0,72,3.5026
10.1007/978-3-642-46516-1,3,1,0,1,0,26,3.5738
10.1016/0022-247x(78)90174-9,3,1,0,1,0,30,3.5671
10.1287/opre.35.5.736,3,1,0,1,0,101,3.4649
10.1287/opre.15.3.559,3,1,0,1,0,53,3.5303
10.1287/mnsc.23.8.890,3,1,0,1,0,40,3.5507
10.1137/0318028,3,2,0,2,0,44,4.4907
10.1515/9781400873173,3,1,0,1,0,10018,85.3863
10.1287/opre.24.1.141,3,1,0,1,0,78,3.4943
10.1287/mnsc.17.9.587,3,1,0,1,0,141,3.4225
10.1080/00207727908941584,3,1,0,1,0,53,3.5303
10.1016/0377-2217(80)90211-8,3,1,0,1,0,21,3.5824
10.1007/bf02579150,3,1,0,1,0,2853,25.1823
10.1287/moor.12.3.441,3,1,0,1,0,734,5.5963
10.1214/aoms/1177697379,3,1,0,1,0,177,4.5395
10.1109/proc.1976.10293,3,1,0,1,0,30,3.3215
10.1007/978-3-642-45470-7,3,1,0,1,0,37,3.307
10.1109/tac.1976.1101383,3,1,0,1,0,34,3.3132
10.1109/tac.1974.1100635,3,1,0,1,0,269,2.5981
10.1287/opre.39.1.162,3,1,0,1,0,168,4.6903
10.1287/opre.30.2.301,3,1,0,1,0,17,4.9128
10.1287/mnsc.24.11.1127,3,1,0,1,0,127,4.7397
10.1016/0377-2217(89)90348-2,3,1,0,1,0,116,4.7543
10.1016/0304-3975(93)90357-y,3,1,0,1,0,20,5.1048
10.1145/146585.146588,3,1,0,1,0,211,4.8799
10.1016/0166-218x(92)90039-d,3,1,0,1,0,17,5.1097
10.1137/s0097539793245829,3,1,0,1,0,22,5.1016
10.1007/bf01768705,3,1,0,1,0,241,4.861
10.1016/0304-3975(93)90026-p,3,1,0,1,0,23,5.1
10.1016/0304-3975(93)90356-x,3,1,0,1,0,16,5.1114
10.1016/0041-5553(88)90012-2,3,1,0,1,0,96,4.9944
10.1016/0012-365x(78)90011-0,3,1,0,1,0,407,4.8411
10.1007/bf01580616,3,1,0,1,0,34,5.0825
10.1006/inco.1995.1035,3,1,0,1,0,55,5.0506
10.1016/0304-3975(80)90061-4,3,1,0,1,0,250,4.8562
10.1007/bf01586040,3,1,0,1,0,86,5.0074
10.1137/0204018,3,1,0,1,0,170,4.9132
10.1002/net.3230210206,3,1,0,1,0,112,4.9746
