DOI,Layer,Indegree,Direct,Freq,Citation_Count,Score
10.1111/j.1467-8640.1988.tb00285.x,3,1,0,1,44,0.651101
10.1145/321250.321253,3,1,0,1,2426,0.652286
10.1016/0016-0032(65)90528-4,3,1,0,1,38,0.652176
10.1287/moor.9.3.391,3,1,0,1,72,0.652684
10.1007/978-3-642-46516-1,3,1,0,1,26,0.651044
10.1016/0022-247x(78)90174-9,3,1,0,1,30,0.651104
10.1287/opre.35.5.736,3,1,0,1,101,0.651042
10.1287/opre.15.3.559,3,1,0,1,53,0.650834
10.1287/mnsc.23.8.890,3,1,0,1,40,0.651176
10.1137/0318028,3,2,0,2,44,0.653809
10.1515/9781400873173,3,1,0,1,10018,0.656233
10.1287/opre.24.1.141,3,1,0,1,78,0.65104
10.1287/mnsc.17.9.587,3,1,0,1,141,0.651635
10.1080/00207727908941584,3,1,0,1,53,0.651074
10.1016/0377-2217(80)90211-8,3,1,0,1,21,0.650798
10.1007/bf02579150,3,1,0,1,2853,0.662426
10.1287/moor.12.3.441,3,1,0,1,734,0.664005
10.1214/aoms/1177697379,3,1,0,1,177,0.664839
10.1109/proc.1976.10293,3,1,0,1,30,0.650806
10.1007/978-3-642-45470-7,3,1,0,1,37,0.650537
10.1109/tac.1976.1101383,3,1,0,1,34,0.652514
10.1109/tac.1974.1100635,3,1,0,1,269,0.651245
10.1287/opre.39.1.162,3,1,0,1,168,0.667874
10.1287/opre.30.2.301,3,1,0,1,17,0.665221
10.1287/mnsc.24.11.1127,3,1,0,1,127,0.668007
10.1016/0377-2217(89)90348-2,3,1,0,1,116,0.666138
10.1016/0304-3975(93)90357-y,3,1,0,1,20,0.665643
10.1145/146585.146588,3,1,0,1,211,0.669332
10.1016/0166-218x(92)90039-d,3,1,0,1,17,0.667913
10.1137/s0097539793245829,3,1,0,1,22,0.666475
10.1007/bf01768705,3,1,0,1,241,0.663193
10.1016/0304-3975(93)90026-p,3,1,0,1,23,0.66209
10.1016/0304-3975(93)90356-x,3,1,0,1,16,0.662663
10.1016/0041-5553(88)90012-2,3,1,0,1,96,0.663701
10.1016/0012-365x(78)90011-0,3,1,0,1,407,0.665312
10.1007/bf01580616,3,1,0,1,34,0.663076
10.1006/inco.1995.1035,3,1,0,1,55,0.666375
10.1016/0304-3975(80)90061-4,3,1,0,1,250,0.66654
10.1007/bf01586040,3,1,0,1,86,0.668609
10.1137/0204018,3,1,0,1,170,0.661137
10.1002/net.3230210206,3,1,0,1,112,0.669024
